MCPSB/Real_Instances/instancia500.mcsb  nFarms: 499  nTrucks: 35  MinPrizeQuality 1-2-3: 80000-800000-75000
1;17421.1;417.018;455.561
2;17429;76.896;471.535
3;17440.1;145.616;468.436
4;17567.8;345.015;483.586
5;17516.1;373.346;523.438
6;17445.8;465.598;517.336
7;17515.9;35.9799;512.165
8;17506.3;237.382;518.073
9;17568.2;168.187;500.042
10;17462.6;192.976;482.082
11;17469.1;61.2435;499.233
12;17636.6;464.731;494.367
13;17442.5;276.097;476.109
14;17608.2;314.308;504.292
15;17553.9;289.032;487.381
16;17488.4;450.884;485.656
17;17546.3;66.4567;482.233
18;17445.9;452.334;471.347
19;17454.2;115.769;466.92
20;17561.4;227.818;486.666
