MCPSB/Real_Instances/instancia500.mcsb  nFarms: 499  nTrucks: 35  MinPrizeQuality 1-2-3: 80000-800000-75000
1;17390.2;66.8778;95.0017
2;17429;84.3695;103.341
3;17434.4;40.2364;98.896
4;17291;47.3115;96.0583
5;17317.3;87.458;97.1168
6;17330.9;58.2438;99.0209
7;17515.9;33.6457;96.2285
8;17251.4;90.8295;95.299
9;17352;23.4021;92.6797
10;17392.8;74.9499;95.2859
11;17469.1;57.0482;84.706
12;17452.5;22.2476;75.961
13;17431.4;64.0266;75.6173
14;17341.8;52.814;75.4011
15;17435.2;46.2773;71.9856
16;17319.6;25.9554;76.7248
17;17546.3;50.1277;70.7235
18;17274.2;35.8347;70.1573
19;17420.2;55.4364;65.7898
20;17386.2;23.6056;67.3331
