MCPSB/Real_Instances/instancia3.0.mcsb  nFarms: 142  nTrucks: 9  MinPrizeQuality 1-2-3: 0-0-0
1;4193.63;134.335;565.933
2;4198.28;361.482;547.859
3;4224.38;473.028;546.195
4;4227.64;79.1449;569.102
5;4232.27;344.414;568.373
6;4181.05;32.8883;571.987
7;4221.47;353.483;566.473
8;4224.26;320.018;564.888
9;4187.25;331.325;560.058
10;4200.57;454.951;537.611
11;4186.73;60.4239;527.479
12;4189.65;112.438;522.992
13;4210.58;440.53;526.574
14;4218.33;338.404;501.045
15;4211.17;261.035;488.941
16;4248.64;171.831;495.279
17;4184.41;464.629;523.502
18;4165.01;66.3393;572.678
19;4214.1;169.88;571.079
20;4193.85;434.141;534.899
