MCPSB/Real_Instances/instancia4.0.mcsb  nFarms: 31  nTrucks: 3  MinPrizeQuality 1-2-3: 0-0-0
1;1464.06;17.4663;264.104
2;1464.06;1.90432;263.346
3;1464.06;7.67155;255.06
4;1464.06;0.908765;255.233
5;1464.06;18.3039;255.975
6;1464.06;27.9897;255.197
7;1464.06;8.01405;256.411
8;1464.06;21.6555;269.025
9;1464.06;2.61691;263.197
10;1464.06;4.01832;262.436
11;1464.06;10.0795;272.681
12;1464.06;9.07282;264.813
13;1464.06;6.85679;263.016
14;1464.06;10.9781;264.021
15;1464.06;34.9793;262.773
16;1464.06;4.6382;262.957
17;1464.06;0.90234;263.088
18;1464.06;2.58904;265.149
19;1464.06;7.72312;256.08
20;1464.06;4.52852;256.831
