MCPSB/Real_Instances/instancia5.0.mcsb  nFarms: 56  nTrucks: 6  MinPrizeQuality 1-2-3: 0-0-0
1;3333.15;14.6715;370.347
2;3348.67;228.693;361.066
3;3338.99;71.7049;355.707
4;3345.74;146.463;354.691
5;3345.1;121.442;355.571
6;3345.74;133.307;373.121
7;3349.67;50.319;366.505
8;3349.67;104.145;377.92
9;3345.74;271.729;366.986
10;3332.5;279.546;367.657
11;3345.1;193.156;366.321
12;3332.02;294.125;367.321
13;3345.1;358.328;367.621
14;3332.02;328.326;358.565
15;3328.25;37.475;346.406
16;3345.1;16.6565;344.209
17;3335.2;10.763;341.028
18;3332.5;4.89806;338.378
19;3334.63;152.373;338.971
20;3349.67;231.39;345.647
