MCPSB/Real_Instances/instancia1.0.mcsb  nFarms: 126  nTrucks: 9  MinPrizeQuality 1-2-3: 0-0-0
1;6020.54;348.447;541.668
2;5989.86;244.937;525.656
3;5998.81;130.541;524.947
4;5996.6;461.274;544.043
5;5983.67;9.53954;545.915
6;5991.99;465.194;552.881
7;6017.04;133.881;544.86
8;5998.51;508.962;543.73
9;6006.67;126.144;541.75
10;6026.47;463.476;524.708
11;6019.55;481.584;509.573
12;5982.62;477.302;507.229
13;5976.31;388.123;504.015
14;6013.56;116.956;499.223
15;6005.56;380.121;473.877
16;6022.32;329.877;473.069
17;6017.76;150.939;478.604
18;6019.31;299.502;526.735
19;5999.62;437.774;548.73
20;6040.78;52.9231;547.956
