it,temp,actualQ,bestQ,p
44020000,4.87017,4455.5,4501.89,0
44030000,4.86063,4455.5,4501.89,0
44040000,4.85109,4453.5,4501.89,0.01
44050000,4.84156,4454.5,4501.89,0
44060000,4.83202,4453.5,4501.89,0
44070000,4.82248,4454.5,4501.89,0.01
44080000,4.81295,4454.5,4501.89,0
44090000,4.80341,4454.5,4501.89,0.01
44100000,4.79387,4454.5,4501.89,0
44110000,4.78434,4453.5,4501.89,0
44120000,4.7748,4454.5,4501.89,0.01
44130000,4.76526,4455.5,4501.89,0
44140000,4.75573,4454.5,4501.89,0
44150000,4.74619,4454.5,4501.89,1
44160000,4.73665,4454.5,4501.89,0.01
44170000,4.72712,4455.5,4501.89,0
44180000,4.71758,4455.5,4501.89,0
44190000,4.70804,4454.5,4501.89,0
44200000,4.69851,4454.5,4501.89,0
44210000,4.68897,4454.5,4501.89,0.01
44220000,4.67943,4455.5,4501.89,0
44230000,4.6699,4454.5,4501.89,0.12
44240000,4.66036,4454.5,4501.89,1
44250000,4.65082,4454.5,4501.89,0
44260000,4.64129,4455.5,4501.89,0.01
44270000,4.63175,4455.5,4501.89,0.02
44280000,4.62221,4454.5,4501.89,0.12
44290000,4.61268,4455.5,4501.89,0.12
44300000,4.60314,4454.5,4501.89,0.01
44310000,4.5936,4452.5,4501.89,0
44320000,4.58407,4455.5,4501.89,0.01
44330000,4.57453,4454.5,4501.89,0
44340000,4.56499,4455.5,4501.89,0.01
44350000,4.55546,4454.5,4501.89,0
44360000,4.54592,4454.5,4501.89,0
44370000,4.53638,4453.5,4501.89,0.01
44380000,4.52684,4454.5,4501.89,0
44390000,4.51731,4454.5,4501.89,0
44400000,4.50777,4453.5,4501.89,0.01
44410000,4.49823,4454.5,4501.89,0
44420000,4.4887,4453.5,4501.89,0
44430000,4.47916,4454.5,4501.89,0
44440000,4.46962,4454.5,4501.89,0
44450000,4.46009,4454.5,4501.89,0
44460000,4.45055,4453.5,4501.89,1
44470000,4.44101,4455.5,4501.89,0
44480000,4.43148,4454.5,4501.89,0
44490000,4.42194,4455.5,4501.89,0.02
44500000,4.4124,4453.5,4501.89,0.01
44510000,4.40287,4455.5,4501.89,0
44520000,4.39333,4454.5,4501.89,0
44530000,4.38379,4452.5,4501.89,0.01
44540000,4.37426,4455.5,4501.89,0.01
44550000,4.36472,4455.5,4501.89,0
44560000,4.35518,4454.5,4501.89,0
44570000,4.34565,4453.5,4501.89,0
44580000,4.33611,4455.5,4501.89,0
44590000,4.32657,4454.5,4501.89,0.01
44600000,4.31704,4454.5,4501.89,0
44610000,4.3075,4455.5,4501.89,0
44620000,4.29796,4455.5,4501.89,0.01
44630000,4.28843,4454.5,4501.89,0.01
44640000,4.27889,4455.5,4501.89,0
44650000,4.26935,4454.5,4501.89,0
44660000,4.25982,4454.5,4501.89,0
44670000,4.25028,4455.5,4501.89,0
44680000,4.24074,4455.5,4501.89,0.01
44690000,4.23121,4455.5,4501.89,0
44700000,4.22167,4454.5,4501.89,0.01
44710000,4.21213,4455.5,4501.89,0
44720000,4.2026,4455.5,4501.89,0
44730000,4.19306,4454.5,4501.89,0
44740000,4.18352,4454.5,4501.89,1
44750000,4.17399,4455.5,4501.89,0.01
44760000,4.16445,4455.5,4501.89,0
44770000,4.15491,4454.5,4501.89,0
44780000,4.14538,4454.5,4501.89,0.01
44790000,4.13584,4455.5,4501.89,0.01
44800000,4.1263,4454.5,4501.89,0
44810000,4.11677,4454.5,4501.89,0.01
44820000,4.10723,4455.5,4501.89,0
44830000,4.09769,4455.5,4501.89,1
44840000,4.08815,4454.5,4501.89,0.01
44850000,4.07862,4455.5,4501.89,0.01
44860000,4.06908,4455.5,4501.89,0.01
44870000,4.05954,4455.5,4501.89,0
44880000,4.05001,4454.5,4501.89,0
44890000,4.04047,4454.5,4501.89,0.01
44900000,4.03093,4455.5,4501.89,0
44910000,4.0214,4453.5,4501.89,0
44920000,4.01186,4454.5,4501.89,0
44930000,4.00232,4453.5,4501.89,0.01
44940000,3.99279,4455.5,4501.89,0
44950000,3.98325,4454.5,4501.89,0
44960000,3.97371,4454.5,4501.89,0
44970000,3.96418,4455.5,4501.89,0
44980000,3.95464,4454.5,4501.89,0
44990000,3.9451,4452.5,4501.89,1
45000000,3.93557,4455.5,4501.89,0.01
45010000,3.92603,4454.5,4501.89,0
45020000,3.91649,4453.5,4501.89,0
45030000,3.90696,4454.5,4501.89,0
45040000,3.89742,4454.5,4501.89,1
45050000,3.88788,4454.5,4501.89,0
45060000,3.87835,4454.5,4501.89,0
45070000,3.86881,4455.5,4501.89,0
45080000,3.85927,4454.5,4501.89,0
45090000,3.84974,4454.5,4501.89,0
45100000,3.8402,4455.5,4501.89,0
45110000,3.83066,4455.5,4501.89,0.01
45120000,3.82113,4455.5,4501.89,0.01
45130000,3.81159,4454.5,4501.89,0.01
45140000,3.80205,4455.5,4501.89,0.01
45150000,3.79252,4455.5,4501.89,0.01
45160000,3.78298,4454.5,4501.89,0
45170000,3.77344,4454.5,4501.89,0
45180000,3.76391,4455.5,4501.89,0.01
45190000,3.75437,4454.5,4501.89,1
45200000,3.74483,4455.5,4501.89,0
45210000,3.7353,4455.5,4501.89,0.07
45220000,3.72576,4455.5,4501.89,0
45230000,3.71622,4455.5,4501.89,0
45240000,3.70669,4454.5,4501.89,0.01
45250000,3.69715,4454.5,4501.89,0.01
45260000,3.68761,4454.5,4501.89,0
45270000,3.67807,4454.5,4501.89,0
45280000,3.66854,4455.5,4501.89,0
45290000,3.659,4455.5,4501.89,0.01
45300000,3.64946,4455.5,4501.89,0
45310000,3.63993,4454.5,4501.89,0
45320000,3.63039,4454.5,4501.89,1
45330000,3.62085,4455.5,4501.89,0
45340000,3.61132,4455.5,4501.89,0.01
45350000,3.60178,4455.5,4501.89,0.01
45360000,3.59224,4455.5,4501.89,0.01
45370000,3.58271,4455.5,4501.89,0
45380000,3.57317,4454.5,4501.89,0.01
45390000,3.56363,4455.5,4501.89,0
45400000,3.5541,4455.5,4501.89,1
45410000,3.54456,4455.5,4501.89,0
45420000,3.53502,4455.5,4501.89,0
45430000,3.52549,4454.5,4501.89,0
45440000,3.51595,4455.5,4501.89,0.01
45450000,3.50641,4454.5,4501.89,1
45460000,3.49766,4455.5,4501.89,0
45470000,3.4905,4455.5,4501.89,0.01
45480000,3.48335,4454.5,4501.89,0
45490000,3.4762,4454.5,4501.89,0
45500000,3.46905,4455.5,4501.89,0.01
45510000,3.46189,4454.5,4501.89,0
45520000,3.45474,4455.5,4501.89,0.01
45530000,3.44759,4455.5,4501.89,0.01
45540000,3.44044,4455.5,4501.89,0
45550000,3.43328,4455.5,4501.89,0
45560000,3.42613,4455.5,4501.89,0.01
45570000,3.41898,4455.5,4501.89,1
45580000,3.41183,4455.5,4501.89,0
45590000,3.40467,4455.5,4501.89,0
45600000,3.39752,4453.5,4501.89,0
45610000,3.39037,4454.5,4501.89,0
45620000,3.38322,4455.5,4501.89,0
45630000,3.37606,4455.5,4501.89,0
45640000,3.36891,4455.5,4501.89,0
45650000,3.36176,4454.5,4501.89,0
45660000,3.35461,4455.5,4501.89,0
45670000,3.34745,4454.5,4501.89,0
45680000,3.3403,4454.5,4501.89,0.01
45690000,3.33315,4453.5,4501.89,0
45700000,3.326,4454.5,4501.89,0.01
45710000,3.31884,4455.5,4501.89,0
45720000,3.31169,4454.5,4501.89,0.01
45730000,3.30454,4455.5,4501.89,0
45740000,3.29739,4455.5,4501.89,0
45750000,3.29023,4454.5,4501.89,1
45760000,3.28308,4455.5,4501.89,0
45770000,3.27593,4455.5,4501.89,0
45780000,3.26878,4454.5,4501.89,0
45790000,3.26162,4455.5,4501.89,0
45800000,3.25447,4455.5,4501.89,0.01
45810000,3.24732,4455.5,4501.89,0.01
45820000,3.24017,4454.5,4501.89,0.01
45830000,3.23301,4455.5,4501.89,0
45840000,3.22586,4455.5,4501.89,0
45850000,3.21871,4455.5,4501.89,0
45860000,3.21156,4454.5,4501.89,0
45870000,3.2044,4455.5,4501.89,1
45880000,3.19725,4455.5,4501.89,0
45890000,3.1901,4455.5,4501.89,0
45900000,3.18294,4453.5,4501.89,0.01
45910000,3.17579,4455.5,4501.89,0.01
45920000,3.16864,4455.5,4501.89,0
45930000,3.16149,4455.5,4501.89,0
45940000,3.15433,4455.5,4501.89,0
45950000,3.14718,4455.5,4501.89,0
45960000,3.14003,4455.5,4501.89,0.01
45970000,3.13288,4454.5,4501.89,0.01
45980000,3.12572,4455.5,4501.89,0
45990000,3.11857,4454.5,4501.89,0
46000000,3.11142,4454.5,4501.89,0
46010000,3.10427,4454.5,4501.89,0.01
46020000,3.09711,4454.5,4501.89,0
46030000,3.08996,4454.5,4501.89,0
46040000,3.08281,4454.5,4501.89,1
46050000,3.07566,4453.5,4501.89,0
46060000,3.0685,4454.5,4501.89,0
46070000,3.06135,4454.5,4501.89,0
46080000,3.0542,4454.5,4501.89,0.01
46090000,3.04705,4454.5,4501.89,1
46100000,3.03989,4454.5,4501.89,0.01
46110000,3.03274,4454.5,4501.89,1
46120000,3.02559,4454.5,4501.89,0
46130000,3.01844,4454.5,4501.89,0
46140000,3.01128,4454.5,4501.89,0
46150000,3.00413,4455.5,4501.89,0.01
46160000,2.99698,4455.5,4501.89,0
46170000,2.98983,4455.5,4501.89,0
46180000,2.98267,4455.5,4501.89,0
46190000,2.97552,4455.5,4501.89,0
46200000,2.96837,4455.5,4501.89,0
46210000,2.96122,4455.5,4501.89,0
46220000,2.95406,4455.5,4501.89,0
46230000,2.94691,4455.5,4501.89,0
46240000,2.93976,4455.5,4501.89,0
46250000,2.93261,4455.5,4501.89,0
46260000,2.92545,4455.5,4501.89,0
46270000,2.9183,4455.5,4501.89,0
46280000,2.91115,4455.5,4501.89,0
46290000,2.904,4455.5,4501.89,0.01
46300000,2.89684,4455.5,4501.89,0
46310000,2.88969,4455.5,4501.89,0
46320000,2.88254,4454.5,4501.89,0
46330000,2.87538,4455.5,4501.89,0
46340000,2.86823,4455.5,4501.89,0.01
46350000,2.86108,4455.5,4501.89,0
46360000,2.85393,4455.5,4501.89,0
46370000,2.84677,4455.5,4501.89,0.01
46380000,2.83962,4455.5,4501.89,1
46390000,2.83247,4454.5,4501.89,0.01
46400000,2.82532,4455.5,4501.89,0.01
46410000,2.81816,4455.5,4501.89,0.01
46420000,2.81101,4454.5,4501.89,0
46430000,2.80386,4454.5,4501.89,0
46440000,2.79671,4455.5,4501.89,0
46450000,2.78955,4455.5,4501.89,0
46460000,2.7824,4454.5,4501.89,0.01
46470000,2.77525,4455.5,4501.89,1
46480000,2.7681,4455.5,4501.89,0
46490000,2.76094,4455.5,4501.89,1
46500000,2.75379,4455.5,4501.89,0
46510000,2.74664,4455.5,4501.89,0.01
46520000,2.73949,4455.5,4501.89,0
46530000,2.73233,4454.5,4501.89,0.01
46540000,2.72518,4455.5,4501.89,0.01
46550000,2.71803,4455.5,4501.89,0
46560000,2.71088,4455.5,4501.89,0
46570000,2.70372,4455.5,4501.89,0
46580000,2.69657,4455.5,4501.89,0
46590000,2.68942,4454.5,4501.89,0
46600000,2.68227,4455.5,4501.89,0.01
46610000,2.67511,4455.5,4501.89,0
46620000,2.66796,4455.5,4501.89,0.01
46630000,2.66081,4455.5,4501.89,0
46640000,2.65366,4455.5,4501.89,0
46650000,2.6465,4455.5,4501.89,0
46660000,2.63935,4455.5,4501.89,0
46670000,2.6322,4454.5,4501.89,0
46680000,2.62505,4454.5,4501.89,0
46690000,2.61789,4454.5,4501.89,0
46700000,2.61074,4455.5,4501.89,0.01
46710000,2.60359,4455.5,4501.89,0
46720000,2.59644,4455.5,4501.89,0
46730000,2.58928,4455.5,4501.89,0
46740000,2.58213,4455.5,4501.89,0
46750000,2.57498,4455.5,4501.89,0
46760000,2.56782,4455.5,4501.89,0
46770000,2.56067,4455.5,4501.89,0
46780000,2.55352,4455.5,4501.89,0
46790000,2.54637,4455.5,4501.89,0
46800000,2.53921,4455.5,4501.89,0.01
46810000,2.53206,4455.5,4501.89,0
46820000,2.52491,4455.5,4501.89,0
46830000,2.51776,4455.5,4501.89,0
46840000,2.5106,4455.5,4501.89,0
46850000,2.50345,4455.5,4501.89,1
46860000,2.49753,4454.5,4501.89,0.01
46870000,2.49276,4455.5,4501.89,1
46880000,2.488,4455.5,4501.89,0.02
46890000,2.48323,4455.5,4501.89,0
46900000,2.47846,4455.5,4501.89,0
46910000,2.47369,4454.5,4501.89,0.01
46920000,2.46892,4455.5,4501.89,0
46930000,2.46415,4455.5,4501.89,0
46940000,2.45939,4455.5,4501.89,0
46950000,2.45462,4455.5,4501.89,0
46960000,2.44985,4455.5,4501.89,0
46970000,2.44508,4455.5,4501.89,0
46980000,2.44031,4455.5,4501.89,0
46990000,2.43554,4455.5,4501.89,0
47000000,2.43078,4455.5,4501.89,0.01
47010000,2.42601,4455.5,4501.89,0
47020000,2.42124,4455.5,4501.89,0
47030000,2.41647,4455.5,4501.89,0
47040000,2.4117,4455.5,4501.89,0
47050000,2.40693,4455.5,4501.89,0
47060000,2.40217,4454.5,4501.89,0.01
47070000,2.3974,4455.5,4501.89,0
47080000,2.39263,4454.5,4501.89,0
47090000,2.38786,4455.5,4501.89,0
47100000,2.38309,4455.5,4501.89,0
47110000,2.37832,4455.5,4501.89,0.01
47120000,2.37356,4455.5,4501.89,0
47130000,2.36879,4455.5,4501.89,0
47140000,2.36402,4455.5,4501.89,0.02
47150000,2.35925,4455.5,4501.89,0
47160000,2.35448,4455.5,4501.89,0
47170000,2.34971,4455.5,4501.89,1
47180000,2.34494,4455.5,4501.89,0
47190000,2.34018,4455.5,4501.89,0
47200000,2.33541,4455.5,4501.89,0
47210000,2.33064,4455.5,4501.89,0
47220000,2.32587,4455.5,4501.89,1
47230000,2.3211,4455.5,4501.89,0.01
47240000,2.31633,4455.5,4501.89,0
47250000,2.31157,4455.5,4501.89,0
47260000,2.3068,4455.5,4501.89,0
47270000,2.30203,4455.5,4501.89,0.02
47280000,2.29726,4454.5,4501.89,1
47290000,2.29249,4455.5,4501.89,0.01
47300000,2.28772,4455.5,4501.89,0
47310000,2.28296,4455.5,4501.89,0
47320000,2.27819,4455.5,4501.89,0
47330000,2.27342,4455.5,4501.89,0
47340000,2.26865,4455.5,4501.89,0.01
47350000,2.26388,4455.5,4501.89,0
47360000,2.25911,4455.5,4501.89,0
47370000,2.25435,4455.5,4501.89,0
47380000,2.24958,4455.5,4501.89,1
47390000,2.24481,4455.5,4501.89,0
47400000,2.24004,4455.5,4501.89,0
47410000,2.23527,4455.5,4501.89,0
47420000,2.2305,4455.5,4501.89,0
47430000,2.22574,4455.5,4501.89,0
47440000,2.22097,4455.5,4501.89,0.01
47450000,2.2162,4455.5,4501.89,0
47460000,2.21143,4454.5,4501.89,0.01
47470000,2.20666,4455.5,4501.89,0
47480000,2.20189,4454.5,4501.89,1
47490000,2.19713,4455.5,4501.89,0.01
47500000,2.19236,4455.5,4501.89,0.01
47510000,2.18759,4455.5,4501.89,0
47520000,2.18282,4455.5,4501.89,0.01
47530000,2.17805,4455.5,4501.89,0
47540000,2.17328,4455.5,4501.89,0.02
47550000,2.16852,4455.5,4501.89,0
47560000,2.16375,4455.5,4501.89,0
47570000,2.15898,4455.5,4501.89,0
47580000,2.15421,4455.5,4501.89,0
47590000,2.14944,4455.5,4501.89,0
47600000,2.14467,4455.5,4501.89,0
47610000,2.1399,4455.5,4501.89,0
47620000,2.13514,4455.5,4501.89,0
47630000,2.13037,4455.5,4501.89,0
47640000,2.1256,4455.5,4501.89,0
47650000,2.12083,4455.5,4501.89,0
47660000,2.11606,4455.5,4501.89,0
47670000,2.11129,4455.5,4501.89,0
47680000,2.10653,4455.5,4501.89,0.01
47690000,2.10176,4455.5,4501.89,0
47700000,2.09699,4455.5,4501.89,0.01
47710000,2.09222,4455.5,4501.89,0
47720000,2.08745,4455.5,4501.89,0
47730000,2.08268,4455.5,4501.89,0
47740000,2.07792,4455.5,4501.89,0
47750000,2.07315,4455.5,4501.89,0
47760000,2.06838,4455.5,4501.89,0.01
47770000,2.06361,4455.5,4501.89,0
47780000,2.05884,4455.5,4501.89,0
47790000,2.05407,4455.5,4501.89,0
47800000,2.04931,4455.5,4501.89,0
47810000,2.04454,4455.5,4501.89,0
47820000,2.03977,4455.5,4501.89,0
47830000,2.035,4455.5,4501.89,0
47840000,2.03023,4455.5,4501.89,0
47850000,2.02546,4455.5,4501.89,0
47860000,2.0207,4455.5,4501.89,0
47870000,2.01593,4455.5,4501.89,0
47880000,2.01116,4455.5,4501.89,0
47890000,2.00639,4455.5,4501.89,0
47900000,2.00162,4454.5,4501.89,0.01
47910000,1.99685,4455.5,4501.89,0
47920000,1.99209,4455.5,4501.89,1
47930000,1.98732,4455.5,4501.89,0
47940000,1.98255,4455.5,4501.89,1
47950000,1.97778,4455.5,4501.89,0
47960000,1.97301,4455.5,4501.89,0.01
47970000,1.96824,4455.5,4501.89,0
47980000,1.96348,4455.5,4501.89,0
47990000,1.95871,4455.5,4501.89,0
48000000,1.95394,4455.5,4501.89,1
48010000,79.8474,3016.62,4501.89,0.49
48020000,79.6948,3205.93,4501.89,2.94
48030000,79.5423,3225.24,4501.89,0.88
48040000,79.3897,3337.41,4501.89,0.7
48050000,79.2371,3218.24,4501.89,0.87
48060000,79.0845,3566.18,4501.89,2.06
48070000,78.9319,3095.11,4501.89,0.45
48080000,78.7793,3454.83,4501.89,0.47
48090000,78.6267,2723.79,4501.89,0.8
48100000,78.4741,3424.13,4501.89,0.94
48110000,78.3215,2975.33,4501.89,2.77
48120000,78.169,3215.95,4501.89,0.2
48130000,78.0164,2971.66,4501.89,1.03
48140000,77.8638,3217.44,4501.89,0.87
48150000,77.7112,3423.16,4501.89,0.33
48160000,77.5586,3172.56,4501.89,0.96
48170000,77.406,3095.52,4501.89,0.99
48180000,77.2534,2990.85,4501.89,0.48
48190000,77.1008,2712.14,4501.89,2.69
48200000,76.9483,2910.56,4501.89,0.15
48210000,76.7957,2925.17,4501.89,0.22
48220000,76.6431,3052.96,4501.89,1.03
48230000,76.4905,3406,4501.89,0.7
48240000,76.3379,3093.21,4501.89,0.77
48250000,76.1853,4182.35,4501.89,0.01
48260000,76.0327,4217.51,4501.89,0.01
48270000,75.8801,4265.03,4501.89,0.03
48280000,75.7276,4260.59,4501.89,0.01
48290000,75.575,4191.49,4501.89,1
48300000,75.4224,4251.93,4501.89,0.01
48310000,75.2698,4165.93,4501.89,0.01
48320000,75.1172,4238.2,4501.89,0.05
48330000,74.9646,4194.83,4501.89,0.94
48340000,74.812,4248.07,4501.89,1.96
48350000,74.6594,4260.2,4501.89,0.01
48360000,74.5069,4251.43,4501.89,0.01
48370000,74.3543,4273.2,4501.89,1.96
48380000,74.2017,4253.25,4501.89,0.01
48390000,74.0491,4309.47,4501.89,0.01
48400000,73.8965,4301.9,4501.89,0.77
48410000,73.7439,4263.9,4501.89,0.01
48420000,73.5913,4273.67,4501.89,0.01
48430000,73.4387,4280.89,4501.89,0.01
48440000,73.2861,4260.55,4501.89,0.01
48450000,73.1336,4278.11,4501.89,0.88
48460000,72.981,4295.55,4501.89,0.77
48470000,72.8284,4289.82,4501.89,0.01
48480000,72.6758,4286.15,4501.89,0.08
48490000,72.5232,4278.31,4501.89,0.01
48500000,72.3706,4288.25,4501.89,0.01
48510000,72.218,4281.58,4501.89,1
48520000,72.0654,4295.89,4501.89,0.76
48530000,71.9129,4251.54,4501.89,0.01
48540000,71.7603,4260.82,4501.89,0.01
48550000,71.6077,4269.67,4501.89,0.58
48560000,71.4551,4277.19,4501.89,0.01
48570000,71.3025,4279.67,4501.89,0.66
48580000,71.1499,4241.03,4501.89,0.01
48590000,70.9973,4308.33,4501.89,0.01
48600000,70.8447,4293.33,4501.89,0.01
48610000,70.6922,4258.4,4501.89,0.01
48620000,70.5396,4280.97,4501.89,0.12
48630000,70.387,4220.69,4501.89,0.01
48640000,70.2344,4295.04,4501.89,0.01
48650000,70.0818,4268.4,4501.89,0.09
48660000,69.9292,4237.8,4501.89,0.01
48670000,69.7766,4275.92,4501.89,0.01
48680000,69.624,4261.16,4501.89,0.01
48690000,69.4715,4249.27,4501.89,0.01
48700000,69.3189,4283.8,4501.89,0.1
48710000,69.1663,4213.69,4501.89,1.16
48720000,69.0137,4293.25,4501.89,1
48730000,68.8611,4249.83,4501.89,0.01
48740000,68.7085,4300.83,4501.89,0.01
48750000,68.5559,4252.07,4501.89,1.16
48760000,68.4033,4258.82,4501.89,0.01
48770000,68.2507,4282.58,4501.89,0.01
48780000,68.0982,4273.58,4501.89,0.01
48790000,67.9456,4256.14,4501.89,0.01
48800000,67.793,4283.14,4501.89,0.01
48810000,67.6404,4226.65,4501.89,0.01
48820000,67.4878,4233.01,4501.89,1.16
48830000,67.3352,4210.33,4501.89,0.01
48840000,67.1826,4232.66,4501.89,0.01
48850000,67.03,4208.43,4501.89,1
48860000,66.8775,4248.04,4501.89,0.01
48870000,66.7249,4254.4,4501.89,0.15
48880000,66.5723,4260.4,4501.89,1.17
48890000,66.4197,4223.82,4501.89,0.48
48900000,66.2671,4303.4,4501.89,0.01
48910000,66.1145,4253.33,4501.89,0.01
48920000,65.9619,4277.54,4501.89,1
48930000,65.8093,4274.54,4501.89,0.01
48940000,65.6568,4241.54,4501.89,0.01
48950000,65.5042,4290.04,4501.89,0.01
48960000,65.3516,4284.33,4501.89,0.74
48970000,65.199,4278.4,4501.89,0.11
48980000,65.0464,4294.04,4501.89,0.01
48990000,64.8938,4313.97,4501.89,0.01
49000000,64.7412,4235.69,4501.89,0.01
49010000,64.5886,4279.33,4501.89,1
49020000,64.4361,4293.04,4501.89,1.37
49030000,64.2835,4285.03,4501.89,0.01
49040000,64.1309,4295.4,4501.89,0.01
49050000,63.9783,4281.52,4501.89,0.01
49060000,63.8257,4284.18,4501.89,0.01
49070000,63.6731,4276.82,4501.89,0.01
49080000,63.5205,4302.19,4501.89,0.09
49090000,63.3679,4283.82,4501.89,0.01
49100000,63.2153,4274.96,4501.89,0.01
49110000,63.0628,4269.58,4501.89,0.01
49120000,62.9102,4298.19,4501.89,0.08
49130000,62.7576,4277.82,4501.89,0.01
49140000,62.605,4241.19,4501.89,0.01
49150000,62.4524,4288.03,4501.89,0.01
49160000,62.2998,4278.25,4501.89,0.16
49170000,62.1472,4262.25,4501.89,0.73
49180000,61.9946,4288.19,4501.89,0.01
49190000,61.8421,4287.55,4501.89,0.01
49200000,61.6895,4283.46,4501.89,0.01
49210000,61.5369,4278.19,4501.89,0.01
49220000,61.3843,4307.55,4501.89,0.01
49230000,61.2317,4217.67,4501.89,0.01
49240000,61.0791,4222.96,4501.89,0.01
49250000,60.9265,4242.15,4501.89,0.01
49260000,60.7739,4274.19,4501.89,0.8
49270000,60.6214,4288.82,4501.89,0.61
49280000,60.4688,4276.31,4501.89,0.01
49290000,60.3162,4268.07,4501.89,1
49300000,60.1636,4285.43,4501.89,0.04
49310000,60.011,4306.27,4501.89,0.27
49320000,59.8584,4263.56,4501.89,0.12
49330000,59.7058,4284.27,4501.89,0.01
49340000,59.5532,4287.54,4501.89,0.01
49350000,59.4007,4200.06,4501.89,1
49360000,59.2481,4281.16,4501.89,1.41
49370000,59.0955,4253.27,4501.89,0.01
49380000,58.9429,4255.27,4501.89,0.01
49390000,58.7903,4273.63,4501.89,0.01
49400000,58.6377,4294.54,4501.89,1
49410000,58.4851,4289.58,4501.89,0.43
49420000,58.3325,4295.22,4501.89,1
49430000,58.1799,4281.58,4501.89,0.01
49440000,58.0274,4284.95,4501.89,1
49450000,57.8748,4292.25,4501.89,0.01
49460000,57.7222,4289.83,4501.89,0.01
49470000,57.5696,4308.83,4501.89,0.01
49480000,57.417,4294.83,4501.89,0.01
49490000,57.2644,4293.83,4501.89,1
49500000,57.1118,4319.83,4501.89,1.42
49510000,56.9592,4286.54,4501.89,1.7
49520000,56.8067,4309.83,4501.89,0.01
49530000,56.6541,4306.83,4501.89,0.01
49540000,56.5015,4306.83,4501.89,0.01
49550000,56.3489,4301.54,4501.89,0.01
49560000,56.1963,4280.83,4501.89,1
49570000,56.0437,4296.47,4501.89,0.84
49580000,55.9183,4317.47,4501.89,0.01
49590000,55.8039,4293.61,4501.89,0.01
49600000,55.6895,4287.47,4501.89,0.01
49610000,55.575,4266.76,4501.89,0.01
49620000,55.4606,4299.47,4501.89,0.01
49630000,55.3461,4284.47,4501.89,0.29
49640000,55.2317,4305.61,4501.89,0.1
49650000,55.1173,4320.61,4501.89,0.2
49660000,55.0028,4289.61,4501.89,0.01
49670000,54.8884,4286.83,4501.89,0.84
49680000,54.7739,4303.83,4501.89,1
49690000,54.6595,4264.83,4501.89,0.01
49700000,54.5451,4321.83,4501.89,0.01
49710000,54.4306,4317.47,4501.89,0.01
49720000,54.3162,4295.83,4501.89,0.01
49730000,54.2017,4319.83,4501.89,0.01
49740000,54.0873,4288.47,4501.89,1
49750000,53.9728,4294.83,4501.89,0.01
49760000,53.8584,4296.47,4501.89,0.01
49770000,53.744,4304.61,4501.89,1.46
49780000,53.6295,4307.47,4501.89,0.01
49790000,53.5151,4312.61,4501.89,1
49800000,53.4006,4303.25,4501.89,0.01
49810000,53.2862,4279.47,4501.89,0.01
49820000,53.1718,4288.25,4501.89,0.01
49830000,53.0573,4294.83,4501.89,0.01
49840000,52.9429,4288.47,4501.89,0.01
49850000,52.8284,4312.47,4501.89,0.01
49860000,52.714,4284.83,4501.89,0.39
49870000,52.5996,4315.47,4501.89,0.01
49880000,52.4851,4326.61,4501.89,0.01
49890000,52.3707,4295.47,4501.89,0.01
49900000,52.2562,4302.83,4501.89,0.01
49910000,52.1418,4288.25,4501.89,0.01
49920000,52.0274,4323.47,4501.89,1.22
49930000,51.9129,4303.83,4501.89,2.62
49940000,51.7985,4326.83,4501.89,1.31
49950000,51.684,4299.76,4501.89,0.01
49960000,51.5696,4308.83,4501.89,0.01
49970000,51.4551,4291.76,4501.89,1
49980000,51.3407,4317.83,4501.89,0.01
49990000,51.2263,4308.47,4501.89,0.01
50000000,51.1118,4312.47,4501.89,0.12
50010000,50.9974,4299.47,4501.89,0.01
50020000,50.8829,4311.47,4501.89,0.01
50030000,50.7685,4318.83,4501.89,0.01
50040000,50.6541,4306.25,4501.89,0.01
50050000,50.5396,4316.47,4501.89,0.01
50060000,50.4252,4299.25,4501.89,0.01
50070000,50.3107,4309.61,4501.89,0.01
50080000,50.1963,4306.47,4501.89,0.01
50090000,50.0819,4288.61,4501.89,0.68
50100000,49.9674,4325.83,4501.89,0.02
50110000,49.853,4322.61,4501.89,0.01
50120000,49.7385,4305.47,4501.89,0.01
50130000,49.6241,4319.83,4501.89,0.37
50140000,49.5097,4303.61,4501.89,0.67
50150000,49.3952,4265.83,4501.89,1
50160000,49.2808,4286.83,4501.89,0.01
50170000,49.1663,4320.47,4501.89,0.01
50180000,49.0519,4313.47,4501.89,1
50190000,48.9374,4277.25,4501.89,0.01
50200000,48.823,4297.83,4501.89,0.01
50210000,48.7086,4304.61,4501.89,0.05
50220000,48.5941,4301.83,4501.89,0.01
50230000,48.4797,4294.61,4501.89,0.54
50240000,48.3652,4313.61,4501.89,0.01
50250000,48.2508,4290.61,4501.89,0.54
50260000,48.1364,4297.47,4501.89,0.01
50270000,48.0219,4317.47,4501.89,1
50280000,47.9075,4304.9,4501.89,1.52
50290000,47.793,4308.83,4501.89,0.01
50300000,47.6786,4302.47,4501.89,0.01
50310000,47.5642,4315.83,4501.89,0.66
50320000,47.4497,4303.47,4501.89,0.01
50330000,47.3353,4278.61,4501.89,0.01
50340000,47.2208,4308.83,4501.89,1
50350000,47.1064,4324.83,4501.89,0.01
50360000,46.992,4285.9,4501.89,0.01
50370000,46.8775,4306.25,4501.89,0.04
