it,temp,actualQ,bestQ,p
16180000,77.2534,3082.58,4501.89,1.16
16190000,77.1008,3005.6,4501.89,0.25
16200000,76.9483,3382.49,4501.89,1.05
16210000,76.7957,3034.99,4501.89,0.6
16220000,76.6431,3241.31,4501.89,0.23
16230000,76.4905,3417.33,4501.89,1.04
16240000,76.3379,3292.11,4501.89,0.64
16250000,76.1853,4002.15,4501.89,9.32
16260000,76.0327,4041.35,4501.89,0.01
16270000,75.8801,4135.93,4501.89,0.01
16280000,75.7276,4053.63,4501.89,0.31
16290000,75.575,4159.55,4501.89,0.01
16300000,75.4224,4160.8,4501.89,0.01
16310000,75.2698,4160.61,4501.89,1.49
16320000,75.1172,4154.76,4501.89,0.21
16330000,74.9646,4117.01,4501.89,1
16340000,74.812,4108.5,4501.89,0.01
16350000,74.6594,4099.77,4501.89,0.01
16360000,74.5069,4104.44,4501.89,1
16370000,74.3543,4098.3,4501.89,0.14
16380000,74.2017,4075.44,4501.89,0.01
16390000,74.0491,4110.07,4501.89,0.01
16400000,73.8965,4056,4501.89,0.01
16410000,73.7439,4119.5,4501.89,0.01
16420000,73.5913,4071.54,4501.89,1
16430000,73.4387,4097.25,4501.89,0.01
16440000,73.2861,4084.78,4501.89,0.17
16450000,73.1336,4103.2,4501.89,1.32
16460000,72.981,4126.08,4501.89,0.05
16470000,72.8284,4120.35,4501.89,0.01
16480000,72.6758,4122.59,4501.89,0.88
16490000,72.5232,4047.92,4501.89,0.15
16500000,72.3706,4091.77,4501.89,0.02
16510000,72.218,4092.18,4501.89,0.01
16520000,72.0654,4064.77,4501.89,0.29
16530000,71.9129,4090.97,4501.89,0.01
16540000,71.7603,4085.78,4501.89,0.01
16550000,71.6077,4100.79,4501.89,0.04
16560000,71.4551,4044.79,4501.89,1.16
16570000,71.3025,4044.14,4501.89,0.01
16580000,71.1499,4094.72,4501.89,1.53
16590000,70.9973,4059.05,4501.89,29.39
16600000,70.8447,4076.04,4501.89,3.1
16610000,70.6922,4077.13,4501.89,0.05
16620000,70.5396,4033.19,4501.89,0.01
16630000,70.387,4127.29,4501.89,0.01
16640000,70.2344,4123.59,4501.89,0.87
16650000,70.0818,4043.59,4501.89,0.16
16660000,69.9292,4086.96,4501.89,0.16
16670000,69.7766,4097.68,4501.89,0.14
16680000,69.624,4106.12,4501.89,0.01
16690000,69.4715,4089.67,4501.89,0.32
16700000,69.3189,4096.7,4501.89,0.01
16710000,69.1663,4140.77,4501.89,0.01
16720000,69.0137,4075.73,4501.89,0.01
16730000,68.8611,4050.69,4501.89,0.12
16740000,68.7085,4061.17,4501.89,0.01
16750000,68.5559,4146.96,4501.89,0.01
16760000,68.4033,4136.49,4501.89,0.01
16770000,68.2507,4099.68,4501.89,0.01
16780000,68.0982,4079.06,4501.89,0.01
16790000,67.9456,4114.17,4501.89,0.01
16800000,67.793,4091.98,4501.89,0.15
16810000,67.6404,4079.41,4501.89,2.1
16820000,67.4878,4128.82,4501.89,0.03
16830000,67.3352,4140.07,4501.89,0.01
16840000,67.1826,4080.68,4501.89,1
16850000,67.03,4026.39,4501.89,1.17
16860000,66.8775,4077.07,4501.89,0.11
16870000,66.7249,4140.73,4501.89,0.01
16880000,66.5723,4046.04,4501.89,0.01
16890000,66.4197,4107.66,4501.89,0.01
16900000,66.2671,4104.09,4501.89,0.3
16910000,66.1145,4088.8,4501.89,0.01
16920000,65.9619,4097.71,4501.89,0.01
16930000,65.8093,4061.83,4501.89,1
16940000,65.6568,4112.23,4501.89,0.01
16950000,65.5042,4107.62,4501.89,0.05
16960000,65.3516,4133.51,4501.89,1
16970000,65.199,4117.54,4501.89,0.22
16980000,65.0464,4121.42,4501.89,1
16990000,64.8938,4087.28,4501.89,0.01
17000000,64.7412,4101.83,4501.89,0.47
17010000,64.5886,4093.91,4501.89,0.01
17020000,64.4361,4127.51,4501.89,0.02
17030000,64.2835,4146.72,4501.89,0.01
17040000,64.1309,4140.07,4501.89,0.01
17050000,63.9783,4169.29,4501.89,0.21
17060000,63.8257,4155.63,4501.89,0.1
17070000,63.6731,4160.38,4501.89,0.01
17080000,63.5205,4181.17,4501.89,0.01
17090000,63.3679,4078.62,4501.89,0.1
17100000,63.2153,4116.95,4501.89,0.01
17110000,63.0628,4182.43,4501.89,1
17120000,62.9102,4145.85,4501.89,0.01
17130000,62.7576,4141.41,4501.89,0.33
17140000,62.605,4150.35,4501.89,0.02
17150000,62.4524,4191.84,4501.89,0.01
17160000,62.2998,4123.97,4501.89,0.03
17170000,62.1472,4113.93,4501.89,0.01
17180000,61.9946,4159.03,4501.89,0.01
17190000,61.8421,4088.67,4501.89,1.18
17200000,61.6895,4126.7,4501.89,0.01
17210000,61.5369,4131.97,4501.89,0.01
17220000,61.3843,4167.21,4501.89,0.01
17230000,61.2317,4164.38,4501.89,0.01
17240000,61.0791,4190.33,4501.89,1.18
17250000,60.9265,4150.86,4501.89,0.01
17260000,60.7739,4170.46,4501.89,0.01
17270000,60.6214,4151.49,4501.89,0.01
17280000,60.4688,4142.7,4501.89,0.01
17290000,60.3162,4178.72,4501.89,0.82
17300000,60.1636,4113.65,4501.89,0.09
17310000,60.011,4135.64,4501.89,0.01
17320000,59.8584,4137.8,4501.89,0.85
17330000,59.7058,4170.04,4501.89,0.07
17340000,59.5532,4139.13,4501.89,0.01
17350000,59.4007,4195.04,4501.89,0.01
17360000,59.2481,4157.75,4501.89,0.02
17370000,59.0955,4166.21,4501.89,0.02
17380000,58.9429,4159.55,4501.89,0.01
17390000,58.7903,4185.75,4501.89,0.01
17400000,58.6377,4184.6,4501.89,0.26
17410000,58.4851,4187.69,4501.89,0.01
17420000,58.3325,4167.14,4501.89,0.01
17430000,58.1799,4168.13,4501.89,0.01
17440000,58.0274,4131.04,4501.89,0.01
17450000,57.8748,4114,4501.89,0.01
17460000,57.7222,4167.09,4501.89,0.01
17470000,57.5696,4190.87,4501.89,0.01
17480000,57.417,4169.87,4501.89,0.01
17490000,57.2644,4117.24,4501.89,1.2
17500000,57.1118,4192.48,4501.89,0.01
17510000,56.9592,4169.4,4501.89,0.01
17520000,56.8067,4178.39,4501.89,1
17530000,56.6541,4183.96,4501.89,0.01
17540000,56.5015,4128.85,4501.89,0.15
17550000,56.3489,4162.27,4501.89,0.01
17560000,56.1963,4125.84,4501.89,0.02
17570000,56.0437,4090.79,4501.89,0.01
17580000,55.9183,4150.51,4501.89,0.01
17590000,55.8039,4079.36,4501.89,0.01
17600000,55.6895,4118.23,4501.89,0.01
17610000,55.575,4126.05,4501.89,7.7
17620000,55.4606,4104.37,4501.89,0.01
17630000,55.3461,4207.88,4501.89,3.34
17640000,55.2317,4134.33,4501.89,1.44
17650000,55.1173,4166.29,4501.89,0.02
17660000,55.0028,4165.19,4501.89,0.01
17670000,54.8884,4129.9,4501.89,0.01
17680000,54.7739,4166.18,4501.89,0.01
17690000,54.6595,4131.73,4501.89,0.01
17700000,54.5451,4133.75,4501.89,0.01
17710000,54.4306,4155.51,4501.89,0.01
17720000,54.3162,4159.49,4501.89,0.01
17730000,54.2017,4145.96,4501.89,0.01
17740000,54.0873,4136.33,4501.89,0.01
17750000,53.9728,4179.42,4501.89,1
17760000,53.8584,4105.06,4501.89,0.01
17770000,53.744,4145.29,4501.89,0.01
17780000,53.6295,4141.48,4501.89,0.01
17790000,53.5151,4157.93,4501.89,0.02
17800000,53.4006,4125.88,4501.89,0.01
17810000,53.2862,4155.98,4501.89,0.01
17820000,53.1718,4107.71,4501.89,0.84
17830000,53.0573,4155.1,4501.89,1
17840000,52.9429,4138.1,4501.89,0.01
17850000,52.8284,4176.74,4501.89,0.01
17860000,52.714,4163.07,4501.89,1
17870000,52.5996,4128.18,4501.89,0.01
17880000,52.4851,4193.34,4501.89,1
17890000,52.3707,4190.21,4501.89,0.01
17900000,52.2562,4177.83,4501.89,9.81
17910000,52.1418,4197.57,4501.89,0.39
17920000,52.0274,4131.83,4501.89,0.01
17930000,51.9129,4137.59,4501.89,0.01
17940000,51.7985,4171.2,4501.89,0.01
17950000,51.684,3164.27,4501.89,1.33
17960000,51.5696,3425.59,4501.89,0.76
17970000,51.4551,3219.29,4501.89,0.94
17980000,51.3407,3373.17,4501.89,0.39
17990000,51.2263,3952.42,4501.89,0.01
18000000,51.1118,3489.68,4501.89,0.9
18010000,50.9974,3310.23,4501.89,1.33
18020000,50.8829,3697.11,4501.89,0.61
18030000,50.7685,2850.9,4501.89,1.3
18040000,50.6541,3468.79,4501.89,0.2
18050000,50.5396,3441.72,4501.89,0.06
18060000,50.4252,3558.65,4501.89,1.04
18070000,50.3107,3143.57,4501.89,0.24
18080000,50.1963,3262.53,4501.89,1.15
18090000,50.0819,3009.74,4501.89,0.2
18100000,49.9674,2882.62,4501.89,0.66
18110000,49.853,3669.9,4501.89,0.81
18120000,49.7385,3454.65,4501.89,0.89
18130000,49.6241,3454.5,4501.89,2.05
18140000,49.5097,3558.35,4501.89,0.65
18150000,49.3952,3801.77,4501.89,0.03
18160000,49.2808,3449.06,4501.89,0.18
18170000,49.1663,3469.03,4501.89,1.12
18180000,49.0519,3469.2,4501.89,0.94
18190000,48.9374,3337.93,4501.89,0.51
18200000,48.823,3126.41,4501.89,1.08
18210000,48.7086,4450.01,4501.89,0.01
18220000,48.5941,4431.85,4501.89,0.01
18230000,48.4797,4422.49,4501.89,0.01
18240000,48.3652,4453.01,4501.89,1
18250000,48.2508,4413.01,4501.89,0.01
18260000,48.1364,4422.71,4501.89,0.01
18270000,48.0219,4461.01,4501.89,0.24
18280000,47.9075,4447.17,4501.89,0.01
18290000,47.793,4449.49,4501.89,0.02
18300000,47.6786,4459.41,4501.89,0.01
18310000,47.5642,4430.25,4501.89,0.01
18320000,47.4497,4413.55,4501.89,1
18330000,47.3353,4389.66,4501.89,0.01
18340000,47.2208,4405.15,4501.89,1.24
18350000,47.1064,4414.18,4501.89,1.9
18360000,46.992,4393.02,4501.89,0.1
18370000,46.8775,4411.48,4501.89,1
18380000,46.7631,4402.48,4501.89,1
18390000,46.6486,4373.51,4501.89,0.01
18400000,46.5342,4381.48,4501.89,0.01
18410000,46.4197,4411.48,4501.89,0.01
18420000,46.3053,4416.48,4501.89,0.01
18430000,46.1909,4408.48,4501.89,0.01
18440000,46.0764,4415.32,4501.89,0.01
18450000,45.962,4420.48,4501.89,0.04
18460000,45.8475,4396.18,4501.89,0.01
18470000,45.7331,4397.27,4501.89,1
18480000,45.6187,4354.89,4501.89,1
18490000,45.5042,4394.89,4501.89,1
18500000,45.3898,4405.61,4501.89,0.01
18510000,45.2753,4417.17,4501.89,0.01
18520000,45.1609,4413.17,4501.89,0.01
18530000,45.0465,4413.17,4501.89,0.01
18540000,44.932,4417.17,4501.89,0.01
18550000,44.8176,4413.17,4501.89,0.01
18560000,44.7031,4411.17,4501.89,0.01
18570000,44.5887,4396.17,4501.89,1.26
18580000,44.4743,4412.17,4501.89,1
18590000,44.3598,4407.17,4501.89,0.01
18600000,44.2454,4407.17,4501.89,0.01
18610000,44.1309,4404.17,4501.89,0.01
18620000,44.0165,4407.17,4501.89,0.03
18630000,43.902,4410.17,4501.89,0.01
18640000,43.7876,4423.17,4501.89,0.01
18650000,43.6732,4411.17,4501.89,0.01
18660000,43.5587,4395.17,4501.89,1
18670000,43.4443,4420.17,4501.89,0
18680000,43.3298,4394.17,4501.89,1
18690000,43.2154,4380.17,4501.89,0.01
18700000,43.101,4418.17,4501.89,0.01
18710000,42.9865,4423.17,4501.89,0.01
18720000,42.8721,4414.17,4501.89,1
18730000,42.7576,4409.17,4501.89,0.01
18740000,42.6432,4399.17,4501.89,0.01
18750000,42.5288,4427.17,4501.89,10.5
18760000,42.4143,4409.17,4501.89,0.01
18770000,42.2999,4404.17,4501.89,0.02
18780000,42.1854,4425.17,4501.89,1
18790000,42.071,4398.17,4501.89,0.01
18800000,41.9566,4390.17,4501.89,0.01
18810000,41.8421,4426.17,4501.89,0.01
18820000,41.7277,4384.17,4501.89,0.01
18830000,41.6132,4428.17,4501.89,0.01
18840000,41.4988,4423.17,4501.89,0.01
18850000,41.3843,4419.17,4501.89,0.02
18860000,41.2699,4420.17,4501.89,0.01
18870000,41.1555,4416.17,4501.89,0.62
18880000,41.041,4408.17,4501.89,0.01
18890000,40.9266,4394.17,4501.89,0.01
18900000,40.8121,4400.17,4501.89,0.01
18910000,40.6977,4418.17,4501.89,0.01
18920000,40.5833,4423.17,4501.89,0.01
18930000,40.4688,4415.17,4501.89,0.01
18940000,40.3544,4417.17,4501.89,1
18950000,40.2399,4423.17,4501.89,0.03
18960000,40.1255,4421.17,4501.89,0.01
18970000,40.0111,4418.17,4501.89,0.01
18980000,39.9311,4406.17,4501.89,0.01
18990000,39.8548,4420.17,4501.89,0.01
19000000,39.7785,4420.17,4501.89,0.01
19010000,39.7022,4418.17,4501.89,0.05
19020000,39.6259,4421.17,4501.89,0.01
19030000,39.5496,4404.17,4501.89,1
19040000,39.4733,4421.17,4501.89,1
19050000,39.397,4419.17,4501.89,0.01
19060000,39.3207,4424.17,4501.89,0.01
19070000,39.2444,4430.17,4501.89,1
19080000,39.1681,4416.17,4501.89,1
19090000,39.0918,4422.17,4501.89,0.01
19100000,39.0155,4420.17,4501.89,0.01
19110000,38.9393,4423.17,4501.89,0.01
19120000,38.863,4424.17,4501.89,0.01
19130000,38.7867,4416.17,4501.89,0.6
19140000,38.7104,4418.17,4501.89,0.01
19150000,38.6341,4420.17,4501.89,0.01
19160000,38.5578,4424.17,4501.89,1
19170000,38.4815,4400.17,4501.89,0.01
19180000,38.4052,4428.17,4501.89,0.08
19190000,38.3289,4403.17,4501.89,0.01
19200000,38.2526,4410.17,4501.89,0.01
19210000,38.1763,4410.17,4501.89,0.1
19220000,38.1,4402.17,4501.89,0.01
19230000,38.0237,4412.17,4501.89,0.01
19240000,37.9474,4419.17,4501.89,1
19250000,37.8711,4422.17,4501.89,0.01
19260000,37.7948,4416.17,4501.89,0.01
19270000,37.7186,4419.17,4501.89,0.1
19280000,37.6423,4412.17,4501.89,0.77
19290000,37.566,4417.17,4501.89,0.01
19300000,37.4897,4420.17,4501.89,0.01
19310000,37.4134,4424.17,4501.89,1
19320000,37.3371,4416.17,4501.89,0.01
19330000,37.2608,4385.17,4501.89,0.01
19340000,37.1845,4427.17,4501.89,0.01
19350000,37.1082,4425.17,4501.89,0.59
19360000,37.0319,4405.17,4501.89,0.01
19370000,36.9556,4410.17,4501.89,0.01
19380000,36.8793,4424.17,4501.89,0.01
19390000,36.803,4423.17,4501.89,0.01
19400000,36.7267,4416.17,4501.89,1
19410000,36.6504,4422.17,4501.89,0.01
19420000,36.5741,4420.17,4501.89,0.01
19430000,36.4978,4420.17,4501.89,0.01
19440000,36.4216,4423.17,4501.89,0.01
19450000,36.3453,4422.17,4501.89,1
19460000,36.269,4403.17,4501.89,0.01
19470000,36.1927,4424.17,4501.89,1
19480000,36.1164,4420.17,4501.89,0.01
19490000,36.0401,4422.17,4501.89,0.01
19500000,35.9638,4423.17,4501.89,0.58
19510000,35.8875,4423.17,4501.89,0.44
19520000,35.8112,4426.17,4501.89,0.01
19530000,35.7349,4412.17,4501.89,1
19540000,35.6586,4405.17,4501.89,0.01
19550000,35.5823,4423.17,4501.89,0.01
19560000,35.506,4418.17,4501.89,1
19570000,35.4297,4415.17,4501.89,0.01
19580000,35.3534,4403.63,4501.89,0.01
19590000,35.2771,4427.17,4501.89,1
19600000,35.2009,4418.17,4501.89,0
19610000,35.1246,4423.17,4501.89,0.01
19620000,35.0483,4420.17,4501.89,0.76
19630000,34.972,4422.17,4501.89,0.01
19640000,34.8957,4414.17,4501.89,0.08
19650000,34.8194,4424.17,4501.89,0
19660000,34.7431,4424.17,4501.89,1
19670000,34.6668,4422.17,4501.89,0.01
19680000,34.5905,4426.17,4501.89,0.01
19690000,34.5142,4415.17,4501.89,0.57
19700000,34.4379,4417.17,4501.89,0.01
19710000,34.3616,4399.63,4501.89,0.01
19720000,34.2853,4419.17,4501.89,0.08
19730000,34.209,4402.17,4501.89,0.01
19740000,34.1327,4417.17,4501.89,0.08
19750000,34.0564,4417.17,4501.89,1
19760000,33.9801,4412.17,4501.89,0.01
19770000,33.9039,4423.17,4501.89,0
19780000,33.8276,4419.17,4501.89,1
19790000,33.7513,4401.17,4501.89,0.07
19800000,33.675,4422.17,4501.89,0.01
19810000,33.5987,4417.17,4501.89,0.01
19820000,33.5224,4425.17,4501.89,0
19830000,33.4461,4423.17,4501.89,0.01
19840000,33.3698,4394.17,4501.89,0
19850000,33.2935,4392.17,4501.89,1
19860000,33.2172,4415.17,4501.89,1
19870000,33.1409,4424.17,4501.89,0.01
19880000,33.0646,4401.17,4501.89,1
19890000,32.9883,4411.17,4501.89,0.01
19900000,32.912,4422.17,4501.89,1
19910000,32.8357,4413.63,4501.89,0.04
19920000,32.7594,4412.17,4501.89,0.01
19930000,32.6832,4429.17,4501.89,0
19940000,32.6069,4409.17,4501.89,0.3
19950000,32.5306,4421.17,4501.89,1
19960000,32.4543,4425.17,4501.89,0.01
19970000,32.378,4414.17,4501.89,0.01
19980000,32.3017,4421.17,4501.89,0.01
19990000,32.2254,4407.17,4501.89,0.01
20000000,32.1491,4406.17,4501.89,0
20010000,32.0728,4418.17,4501.89,0.01
20020000,31.9965,4416.17,4501.89,0.01
20030000,31.9202,4409.17,4501.89,1
20040000,31.8439,4420.17,4501.89,0
20050000,31.7676,4424.17,4501.89,0.01
20060000,31.6913,4422.17,4501.89,0
20070000,31.615,4422.17,4501.89,0
20080000,31.5387,4427.17,4501.89,0.04
20090000,31.4624,4420.17,4501.89,1
20100000,31.3862,4409.17,4501.89,0.01
20110000,31.3099,4419.17,4501.89,1
20120000,31.2336,4422.17,4501.89,1
20130000,31.1573,4424.17,4501.89,0.21
20140000,31.081,4404.17,4501.89,0.01
20150000,31.0047,4423.17,4501.89,0.01
20160000,30.9284,4423.17,4501.89,0.01
20170000,30.8521,4424.17,4501.89,0.01
20180000,30.7758,4419.17,4501.89,1
20190000,30.6995,4423.17,4501.89,0.01
20200000,30.6232,4409.17,4501.89,0.01
20210000,30.5469,4428.17,4501.89,0
20220000,30.4706,4423.17,4501.89,0
20230000,30.3943,4413.17,4501.89,0.01
20240000,30.318,4423.17,4501.89,0.01
20250000,30.2417,4413.17,4501.89,1
20260000,30.1655,4415.17,4501.89,0
20270000,30.0892,4425.17,4501.89,0.01
20280000,30.0129,4413.17,4501.89,0.01
20290000,29.9366,4424.17,4501.89,0.01
20300000,29.8603,4428.17,4501.89,0.02
20310000,29.784,4392.17,4501.89,0.01
20320000,29.7077,4423.17,4501.89,1
20330000,29.6314,4420.17,4501.89,1
20340000,29.5551,4425.17,4501.89,0.01
20350000,29.4788,4425.17,4501.89,0.01
20360000,29.4025,4420.17,4501.89,0.72
20370000,29.3262,4389.17,4501.89,0.72
20380000,29.2499,4426.17,4501.89,0.02
20390000,29.1736,4424.17,4501.89,0.01
20400000,29.0973,4425.17,4501.89,0.01
20410000,29.021,4427.17,4501.89,0.01
20420000,28.9447,4423.17,4501.89,0.01
20430000,28.8685,4415.17,4501.89,0.01
20440000,28.7922,4417.17,4501.89,0.01
20450000,28.7159,4424.17,4501.89,0.01
20460000,28.6396,4425.17,4501.89,0.01
20470000,28.5633,4415.17,4501.89,1
20480000,28.487,4419.17,4501.89,0.01
20490000,28.4107,4426.17,4501.89,1
20500000,28.3344,4416.17,4501.89,0.01
20510000,28.2581,4422.17,4501.89,0.01
20520000,28.1818,4417.17,4501.89,0.01
20530000,28.1055,4416.17,4501.89,0.01
20540000,28.0292,4421.17,4501.89,0.01
20550000,27.9647,4421.17,4501.89,0.01
20560000,27.9075,4408.17,4501.89,0.7
20570000,27.8503,4426.17,4501.89,1
20580000,27.793,4426.17,4501.89,0.01
20590000,27.7358,4429.17,4501.89,0.7
20600000,27.6786,4424.17,4501.89,0.01
20610000,27.6214,4411.17,4501.89,1
20620000,27.5641,4423.17,4501.89,0.17
20630000,27.5069,4421.17,4501.89,0
20640000,27.4497,4429.17,4501.89,2.08
20650000,27.3925,4424.17,4501.89,0.01
20660000,27.3353,4423.17,4501.89,1
20670000,27.278,4425.17,4501.89,0.01
20680000,27.2208,4427.17,4501.89,0.01
20690000,27.1636,4424.17,4501.89,0.01
20700000,27.1064,4422.17,4501.89,0.01
20710000,27.0492,4425.17,4501.89,0.01
20720000,26.9919,4431.17,4501.89,1
20730000,26.9347,4423.17,4501.89,0.01
20740000,26.8775,4429.17,4501.89,1
20750000,26.8203,4427.17,4501.89,0.01
20760000,26.7631,4391.63,4501.89,1
20770000,26.7058,4422.17,4501.89,0
20780000,26.6486,4426.17,4501.89,0
20790000,26.5914,4420.17,4501.89,0.01
20800000,26.5342,4423.17,4501.89,0
20810000,26.477,4425.17,4501.89,1
20820000,26.4197,4422.17,4501.89,0.01
20830000,26.3625,4426.17,4501.89,0.03
20840000,26.3053,4424.17,4501.89,0.01
20850000,26.2481,4418.17,4501.89,0.01
20860000,26.1909,4418.17,4501.89,0.03
20870000,26.1336,4420.17,4501.89,0.01
20880000,26.0764,4423.17,4501.89,0.01
20890000,26.0192,4401.63,4501.89,0.01
20900000,25.962,4415.17,4501.89,1
20910000,25.9048,4425.17,4501.89,1
20920000,25.8475,4421.17,4501.89,0.01
20930000,25.7903,4425.17,4501.89,0.01
20940000,25.7331,4429.17,4501.89,0
20950000,25.6759,4412.17,4501.89,0.01
20960000,25.6187,4424.17,4501.89,0.01
20970000,25.5614,4429.17,4501.89,0.01
20980000,25.5042,4419.17,4501.89,0
20990000,25.447,4425.17,4501.89,0.01
21000000,25.3898,4425.17,4501.89,0.14
21010000,25.3326,4421.17,4501.89,0.01
21020000,25.2753,4422.17,4501.89,1
21030000,25.2181,4421.17,4501.89,0.03
21040000,25.1609,4425.17,4501.89,1
21050000,25.1037,4425.17,4501.89,0.21
21060000,25.0464,4428.17,4501.89,1
21070000,24.9892,4421.17,4501.89,0.01
21080000,24.932,4428.17,4501.89,0.01
21090000,24.8748,4416.17,4501.89,0.01
21100000,24.8176,4406.17,4501.89,0.01
21110000,24.7603,4419.17,4501.89,1
21120000,24.7031,4423.17,4501.89,0.45
21130000,24.6459,4413.17,4501.89,0.01
21140000,24.5887,4426.17,4501.89,0.01
21150000,24.5315,4423.17,4501.89,1
21160000,24.4742,4421.17,4501.89,0.01
21170000,24.417,4423.17,4501.89,0.01
21180000,24.3598,4423.17,4501.89,0.01
21190000,24.3026,4422.17,4501.89,0.01
21200000,24.2454,4420.17,4501.89,1
21210000,24.1881,4428.17,4501.89,1
21220000,24.1309,4429.17,4501.89,0.13
21230000,24.0737,4421.17,4501.89,0
21240000,24.0165,4422.17,4501.89,0
21250000,23.9593,4418.17,4501.89,0.01
21260000,23.902,4427.17,4501.89,0.01
21270000,23.8448,4422.17,4501.89,0.01
21280000,23.7876,4425.17,4501.89,1
21290000,23.7304,4421.17,4501.89,0.01
21300000,23.6732,4415.17,4501.89,1
21310000,23.6159,4422.17,4501.89,0.01
21320000,23.5587,4422.17,4501.89,0.01
21330000,23.5015,4408.17,4501.89,0.01
21340000,23.4443,4414.17,4501.89,1
21350000,23.3871,4423.17,4501.89,0.01
21360000,23.3298,4424.17,4501.89,0.01
21370000,23.2726,4424.17,4501.89,0.02
21380000,23.2154,4422.17,4501.89,0.01
21390000,23.1582,4426.17,4501.89,0.01
21400000,23.101,4423.17,4501.89,0.01
21410000,23.0437,4428.17,4501.89,0
21420000,22.9865,4421.17,4501.89,1
21430000,22.9293,4420.17,4501.89,0.01
21440000,22.8721,4417.17,4501.89,0.01
21450000,22.8149,4422.17,4501.89,1.56
21460000,22.7576,4420.17,4501.89,0.01
21470000,22.7004,4410.17,4501.89,0.01
21480000,22.6432,4425.17,4501.89,0.01
21490000,22.586,4424.17,4501.89,0
21500000,22.5287,4420.17,4501.89,0.01
21510000,22.4715,4423.17,4501.89,0.01
21520000,22.4143,4422.17,4501.89,0
21530000,22.3571,4424.17,4501.89,0.01
21540000,22.2999,4424.17,4501.89,0
21550000,22.2426,4423.17,4501.89,0.01
21560000,22.1854,4419.17,4501.89,1
21570000,22.1282,4424.17,4501.89,0.01
21580000,22.071,4412.17,4501.89,0.01
21590000,22.0138,4424.17,4501.89,1
21600000,21.9565,4426.17,4501.89,1
21610000,21.8993,4426.17,4501.89,0.01
21620000,21.8421,4425.17,4501.89,1
21630000,21.7849,4424.17,4501.89,0.01
21640000,21.7277,4422.17,4501.89,0.01
21650000,21.6704,4420.17,4501.89,0.01
21660000,21.6132,4417.17,4501.89,1
21670000,21.556,4425.17,4501.89,1
21680000,21.4988,4425.17,4501.89,1
21690000,21.4416,4424.17,4501.89,1
21700000,21.3843,4428.17,4501.89,0.01
21710000,21.3271,4419.17,4501.89,0.01
21720000,21.2699,4421.17,4501.89,0
21730000,21.2127,4413.17,4501.89,0.02
21740000,21.1555,4429.17,4501.89,0.01
21750000,21.0982,4427.17,4501.89,0.01
21760000,21.041,4423.17,4501.89,0
21770000,20.9838,4413.17,4501.89,0
21780000,20.9266,4423.17,4501.89,0.01
21790000,20.8694,4422.17,4501.89,1
21800000,20.8121,4423.17,4501.89,0.02
21810000,20.7549,4415.17,4501.89,0.01
21820000,20.6977,4426.17,4501.89,1.63
21830000,20.6405,4422.17,4501.89,0.38
21840000,20.5833,4426.17,4501.89,0.01
21850000,20.526,4427.17,4501.89,0.01
21860000,20.4688,4424.17,4501.89,0.01
21870000,20.4116,4424.17,4501.89,0.01
21880000,20.3544,4419.17,4501.89,0.01
21890000,20.2972,4426.17,4501.89,1
21900000,20.2399,4428.17,4501.89,0
21910000,20.1827,4431.17,4501.89,0.01
21920000,20.1255,4424.17,4501.89,1
21930000,20.0683,4424.17,4501.89,0
21940000,20.011,4418.17,4501.89,0
21950000,19.9692,4424.17,4501.89,0.01
21960000,19.9311,4419.17,4501.89,0
21970000,19.8929,4425.17,4501.89,0.01
21980000,19.8548,4425.17,4501.89,0.01
21990000,19.8166,4419.17,4501.89,1
22000000,19.7785,4425.17,4501.89,0.01
22010000,19.7403,4426.17,4501.89,0
22020000,19.7022,4427.17,4501.89,0.01
22030000,19.664,4430.17,4501.89,0.01
22040000,19.6259,4421.17,4501.89,1
22050000,19.5877,4426.17,4501.89,0.01
22060000,19.5496,4428.17,4501.89,0
22070000,19.5115,4428.17,4501.89,1
22080000,19.4733,4422.17,4501.89,0.01
22090000,19.4352,4429.17,4501.89,1
22100000,19.397,4422.17,4501.89,0.01
22110000,19.3589,4419.17,4501.89,0.01
22120000,19.3207,4423.17,4501.89,0.01
22130000,19.2826,4427.17,4501.89,0.01
22140000,19.2444,4429.17,4501.89,0.01
22150000,19.2063,4417.17,4501.89,0.01
22160000,19.1681,4418.17,4501.89,0.01
22170000,19.13,4424.17,4501.89,0.01
22180000,19.0918,4422.17,4501.89,0.01
22190000,19.0537,4422.17,4501.89,0.01
22200000,19.0155,4426.17,4501.89,0.01
22210000,18.9774,4423.17,4501.89,0
22220000,18.9393,4422.17,4501.89,0.35
22230000,18.9011,4428.17,4501.89,0.01
22240000,18.863,4421.17,4501.89,0.01
22250000,18.8248,4413.17,4501.89,1
22260000,18.7867,4424.17,4501.89,0.01
22270000,18.7485,4426.17,4501.89,0.01
22280000,18.7104,4419.17,4501.89,0.01
22290000,18.6722,4423.17,4501.89,0.35
22300000,18.6341,4425.17,4501.89,0.01
22310000,18.5959,4426.17,4501.89,0.01
22320000,18.5578,4429.17,4501.89,0
22330000,18.5196,4427.17,4501.89,1
22340000,18.4815,4429.17,4501.89,0.01
22350000,18.4433,4417.17,4501.89,0.01
22360000,18.4052,4425.17,4501.89,0.01
22370000,18.367,4425.17,4501.89,0
22380000,18.3289,4424.17,4501.89,0.2
22390000,18.2908,4423.17,4501.89,0
