MCPSB/Real_Instances/instancia5.mcsb  nFarms: 56  nTrucks: 6  MinPrizeQuality 1-2-3: 15000-140000-10000
1;2983.98;320.794;334.895
2;2982.59;56.2067;331.714
3;2988.05;272.515;328.911
4;2992.88;43.2201;334.894
5;2994.56;354.775;366.554
6;2976.82;159.021;359.346
7;3013.35;323.679;362.791
8;2973.98;104.27;358.254
9;2990.89;180.278;359.27
10;3013.29;291.995;360.787
11;3018.75;188.991;355.425
12;2989.56;222.767;339.64
13;2961.26;191.686;337.083
14;2999.51;100.346;335.755
15;2970.79;10.7259;366.174
16;3011.88;230.886;329.181
17;3000.88;289.408;335.057
18;3010.51;287.453;346.225
19;2990.32;107.099;352.665
20;3009.83;86.0289;342.205
