MCPSB/Real_Instances/instancia4.mcsb  nFarms: 31  nTrucks: 3  MinPrizeQuality 1-2-3: 8997-41658-8634
1;1251.47;54.2622;266.963
2;1251.47;59.4689;268.874
3;1251.47;28.0625;278.972
4;1251.47;35.5827;274.893
5;1251.47;134.67;275.741
6;1251.47;48.7464;271.488
7;1251.47;35.9042;298.462
8;1251.47;111.741;302.121
9;1251.47;54.2728;297.51
10;1251.47;134.066;300.663
11;1251.47;173.461;297.779
12;1251.47;9.95021;296.67
13;1251.47;115.959;299.14
14;1251.47;106.93;299.357
15;1251.47;73.4891;292.831
16;1251.47;115.385;281.87
17;1251.47;8.83947;280.638
18;1251.47;13.8427;278.293
19;1251.47;109.233;301.588
20;1251.47;69.8266;294.758
