MCPSB/Real_Instances/instancia3.mcsb  nFarms: 142  nTrucks: 9  MinPrizeQuality 1-2-3: 25000-190000-20000
1;3494.99;275.909;677.109
2;3577.53;595.973;637.013
3;3525.55;276.101;685.045
4;3506.19;435.093;689.89
5;3486.12;263.146;748.816
6;3525.65;21.1749;759.06
7;3557.34;108.784;753.854
8;3480.79;588.519;737.166
9;3488.52;691.529;701.13
10;3511.62;513.366;737.203
11;3508.66;707.446;714.597
12;3488.62;60.7887;728.913
13;3522.24;660.221;712.044
14;3540.07;291.586;702.358
15;3489.84;485.293;696.518
16;3524.59;592.823;699.761
17;3554.75;226.399;706.363
18;3525.11;287.845;741.163
19;3487.06;45.2995;716.01
20;3525.68;301.235;724.689
