MCPSB/Real_Instances/instancia2.mcsb  nFarms: 143  nTrucks: 9  MinPrizeQuality 1-2-3: 20000-200000-15000
1;3863.9;167.472;639.978
2;3829.56;417.57;637.813
3;3829.53;259.903;607.744
4;3845.05;559.28;575.658
5;3841.68;75.5673;618.998
6;3831.52;291.17;628.864
7;3834.52;546.334;661.925
8;3855.43;184.217;687.569
9;3836.93;323.367;687.626
10;3880.92;103.663;686.493
11;3851.22;503.887;653.32
12;3853.92;214.59;660.162
13;3830.04;362.761;643.76
14;3843.2;428.888;660.393
15;3868.25;356.806;660.32
16;3824.69;551.353;646.226
17;3839.63;306.487;643.656
18;3868.41;90.7003;619.442
19;3834.92;119.494;646.37
20;3855.61;621.629;626.959
